/userhome/Datasets/kinetics-dataset/k400/val/--07WQ2iBlw_000001_000011.mp4,166
/userhome/Datasets/kinetics-dataset/k400/val/--33Lscn6sk_000004_000014.mp4,129
/userhome/Datasets/kinetics-dataset/k400/val/--7VUM9MKg4_000136_000146.mp4,244
/userhome/Datasets/kinetics-dataset/k400/val/--7goKgS4kc_000015_000025.mp4,314
/userhome/Datasets/kinetics-dataset/k400/val/--7qK_w-g3Y_000185_000195.mp4,191
/userhome/Datasets/kinetics-dataset/k400/val/--8FQVwWH0M_000003_000013.mp4,289
/userhome/Datasets/kinetics-dataset/k400/val/--9s8lCov-I_000002_000012.mp4,104
/userhome/Datasets/kinetics-dataset/k400/val/--GF746y6UM_000496_000506.mp4,221
/userhome/Datasets/kinetics-dataset/k400/val/--ILYNHl3e4_000541_000551.mp4,90
/userhome/Datasets/kinetics-dataset/k400/val/--Kr1PZaPDI_000001_000011.mp4,127
/userhome/Datasets/kinetics-dataset/k400/val/--PwWfN1Ae4_000097_000107.mp4,250
/userhome/Datasets/kinetics-dataset/k400/val/--RVKBMp_2M_000079_000089.mp4,230
/userhome/Datasets/kinetics-dataset/k400/val/--SOz3xjWfA_000037_000047.mp4,249
/userhome/Datasets/kinetics-dataset/k400/val/--SrV9bGzRA_000197_000207.mp4,310
/userhome/Datasets/kinetics-dataset/k400/val/--TSmh3wj9I_000118_000128.mp4,203
/userhome/Datasets/kinetics-dataset/k400/val/--Y25nDn2Wk_000060_000070.mp4,228
/userhome/Datasets/kinetics-dataset/k400/val/--bGIeO_7Jo_000184_000194.mp4,126
/userhome/Datasets/kinetics-dataset/k400/val/--dVV4_CSvw_000033_000043.mp4,31
/userhome/Datasets/kinetics-dataset/k400/val/--gEBElruic_000067_000077.mp4,28
/userhome/Datasets/kinetics-dataset/k400/val/--kbTDDIiP0_000062_000072.mp4,140
/userhome/Datasets/kinetics-dataset/k400/val/--nQbRBEz2s_000104_000114.mp4,1
/userhome/Datasets/kinetics-dataset/k400/val/--o545tThdQ_000088_000098.mp4,43
/userhome/Datasets/kinetics-dataset/k400/val/--oEIzy6Esc_000045_000055.mp4,30
/userhome/Datasets/kinetics-dataset/k400/val/--oJV4vFNeI_000003_000013.mp4,367
/userhome/Datasets/kinetics-dataset/k400/val/--rC9Wkh6HA_000179_000189.mp4,52
/userhome/Datasets/kinetics-dataset/k400/val/--rd8woSLiM_000041_000051.mp4,255
/userhome/Datasets/kinetics-dataset/k400/val/--sGO9m2Was_000000_000010.mp4,326
/userhome/Datasets/kinetics-dataset/k400/val/--uGS0Y4D6k_000009_000019.mp4,38
/userhome/Datasets/kinetics-dataset/k400/val/--wYHtYMK9o_000008_000018.mp4,159
